from_id:start_id,to_id:end_id,amount:int,year:int
3356,8247,950,2010
3289,391,5250,2000
4873,9618,2350,1990
570,7664,8750,2010
4117,9964,2650,1990
9963,433,950,1990
5984,6266,2050,2000
372,2900,6450,2000
8450,5684,750,2010
458,9682,2950,2000
7268,3757,5850,1990
264,5427,5550,2010
3626,8001,950,1990
8717,1342,5750,2010
4304,3758,4850,1990
2524,1478,6950,2000
3517,9552,2850,2000
9711,8977,4650,1990
8865,2911,5550,2000
5725,1149,9750,2010
4686,6276,2250,2010
7573,5449,4950,2000
762,3518,6250,2000
8665,78,6250,2010
5866,7905,6950,2000
9624,1911,9250,2010
7730,1704,6750,2010
9319,776,6950,2000
71,7029,8150,1990
7620,316,5750,1990
894,7502,450,2010
3865,5618,750,2010
6618,3616,1850,2000
1893,8657,9250,2010
8785,8203,2850,2000
5838,8647,250,2000
3837,1886,7950,1990
303,5697,1450,2010
9961,2167,2350,2000
5907,7363,2850,2000
4999,3605,4950,1990
1707,9992,150,1990
2619,3051,3950,2010
2747,3870,9750,2000
7173,7035,650,2010
4113,9862,3650,2000
3030,9594,450,2000
5388,1542,4650,1990
5666,724,6050,1990
7913,4919,5550,2010
409,4557,9050,2010
5706,245,1650,1990
370,2054,6950,2000
1223,4272,550,2000
9675,4600,9450,1990
1065,3187,4450,2000
1975,9837,250,2010
3568,8242,3350,1990
1730,7527,4650,1990
2292,7063,9650,1990
3062,2231,6550,1990
4758,2021,8550,2000
5616,6529,9450,2000
387,6568,8350,2000
3509,2084,4250,2010
4510,5898,7550,2000
5023,5335,7550,2010
8870,8120,6250,1990
4558,8622,9650,1990
5155,2203,3150,2000
6056,570,3650,2010
1094,7310,6450,2010
6921,9978,8550,2000
6664,846,9650,1990
3696,6603,7350,2010
5589,9949,3150,2000
2078,6397,2150,2000
2155,7350,6450,2000
9470,6705,7050,2010
3468,6737,50,2000
800,586,6850,1990
6902,8552,2750,1990
4838,7569,8650,2010
2076,3097,4550,2010
5200,5095,9450,1990
8795,7200,2250,2000
4895,3462,4650,2010
6345,32,450,2000
9295,6624,1850,2000
4989,5280,7150,2010
581,2840,3350,2000
1841,2626,6750,1990
797,7459,9950,2010
6747,4162,4850,1990
8639,8757,1650,2000
8544,5058,6950,2000
5462,6965,6450,2010
9980,4275,7150,2010
1021,1638,8350,1990
611,3830,3050,2000
2789,3142,6750,2000
7283,3504,9150,2010
4524,2759,3750,2000
1762,3691,8950,2010
2000,2492,4650,1990
2137,999,8550,2000
584,8297,7950,2000
7283,9686,1650,1990
1711,8873,5250,2000
8270,2691,8150,2000
8885,5105,1350,2000
9632,7043,4050,1990
5576,8779,6850,2010
3779,5684,5450,2010
6246,1528,950,2000
4724,3240,6250,2010
2689,2666,6050,2000
8430,7092,6750,2010
8809,4824,8550,2000
307,7019,7250,1990
6941,7184,7450,2010
1621,3886,2250,2010
4220,4426,9750,2010
6971,5490,5850,2010
3232,7539,9550,1990
6513,5599,4450,1990
1954,5687,1350,2010
4526,161,2750,1990
9727,4365,2150,2010
7356,6459,8250,1990
2570,5537,2050,1990
3885,2270,9050,1990
7179,2841,5750,2000
8821,5811,9150,2000
3338,863,1150,1990
2544,1131,8850,2010
6142,1210,3050,2000
414,4611,350,1990
9922,6263,3050,1990
7876,5206,4150,1990
9209,918,250,2010
3385,9558,6650,2010
7779,4526,950,2000
3511,857,5950,2000
2304,2588,9750,1990
6336,513,1950,1990
2375,675,9350,2010
369,6054,2950,2010
3133,7699,2850,2010
200,3253,1450,2010
3611,1168,1550,2000
1674,7118,8450,2000
3354,1259,450,2010
4944,7667,7550,2000
146,1406,9450,2010
1957,7560,5250,2000
9619,6110,1850,2000
1548,5666,1850,1990
7753,9531,8950,2010
9066,3015,9850,1990
8451,5399,2150,2010
8560,3964,8050,2000
6145,9768,8850,1990
6765,5491,1850,2010
4770,4645,6850,2010
1123,8357,750,1990
522,491,2650,1990
3581,616,7450,2010
3914,945,4450,1990
8234,6247,8150,2010
1971,6887,750,2010
2453,4545,2550,1990
7846,2145,6750,2010
6904,3173,2550,1990
7980,6378,2050,1990
2263,1030,1950,2000
3547,3069,2850,2010
7951,7778,9050,2000
756,277,1250,2000
3398,8225,5750,2010
960,8109,2650,1990
5561,5261,1150,2010
2808,9239,7650,1990
2619,7487,1550,1990
37,4105,950,1990
1869,930,2250,2010
7175,4570,2850,1990
6505,8392,5550,2010
8962,341,7550,2000
4286,5407,3050,2000
6830,8686,2050,2000
7673,3938,6450,2000
23,9284,7050,2000
6954,8612,6650,2000
8879,1913,7350,2000
1587,4079,5950,2000
9862,6082,5750,2000
2992,8245,2250,2010
2645,6475,3750,2000
4060,6796,9550,2000
1892,6302,5450,2010
4639,4240,7350,2010
7296,7466,4250,2010
6694,3565,5650,2000
9486,5781,6650,2000
6880,3775,7250,1990
6542,3662,3850,2010
8455,6143,1750,2000
1848,7616,4350,2010
8594,5972,450,1990
3839,4861,1550,2010
7746,3253,4050,2010
675,1020,50,2000
2083,3964,8150,1990
6323,6454,550,1990
6150,2870,50,2010
2022,9587,4150,1990
4994,6832,3450,2000
8725,4628,850,2010
3214,6186,5250,2000
8388,8744,4450,2010
7292,5206,9750,1990
8740,6864,250,2010
1487,3334,8450,2000
4679,7039,6850,1990
6783,4450,6850,1990
3079,2844,3550,2010
3858,4917,6550,2010
726,1275,3050,1990
6091,4866,3750,1990
6489,8782,9750,2000
2043,1928,7150,2000
5083,479,9750,2010
3102,5273,2750,2010
1964,5020,5350,2010
5753,8662,750,2010
7468,7094,1350,2000
1573,8642,8150,2000
4319,8668,9850,2000
129,6392,150,1990
1017,5118,6150,1990
5075,9574,3850,2010
3430,5781,9350,2010
2275,7317,2650,1990
2884,6925,7350,1990
8901,8217,3650,2010
6834,9001,350,1990
6289,123,550,2000
4455,9117,7250,2000
7913,1478,450,2000
4751,1521,7150,2000
7281,3343,9950,2010
7603,9651,4850,1990
7076,4014,4750,2000
7521,3761,9650,2010
3752,1236,350,2010
3548,8852,5350,1990
8031,6275,5150,1990
3260,7539,6650,2000
8948,3853,6150,2000
9818,9656,5750,1990
7622,5545,4850,1990
917,174,3950,1990
3879,2406,7650,1990
9394,5294,1450,2010
8585,6399,9750,2000
2966,1944,4350,2010
3816,5697,4050,2000
363,762,450,2000
8725,8528,3950,2000
5578,8509,9850,2010
7950,2192,6750,2010
5461,949,5750,2000
5797,779,9450,1990
6970,9507,6650,2000
8282,3807,8950,1990
974,5428,450,2000
6397,165,4050,1990
6036,272,7450,2010
7749,6782,5850,2000
6865,6578,6050,2000
8684,3407,750,2000
3143,8991,5450,2000
4466,9876,2350,2010
370,9295,1450,1990
1353,803,950,1990
383,5057,6350,1990
3846,3017,9250,2000
1785,657,5450,1990
7265,9612,7250,1990
4717,8431,1650,2010
5598,221,9250,2010
2936,7661,3050,1990
451,9638,9050,2010
3549,2168,7750,1990
8801,1354,950,2000
9733,9440,250,2010
8013,2634,8550,2010
1479,5449,5150,1990
2,5360,1950,1990
2702,4690,4150,2000
8702,4325,650,2010
1172,933,6450,2000
7290,3846,3150,2010
1748,6276,7450,2000
9528,6442,3050,2010
7213,3232,2050,1990
4453,6562,850,2010
5977,7082,6450,2000
8785,3311,3850,2000
3246,4677,1650,1990
1344,7469,450,2010
3377,8291,7150,2010
768,6026,9150,1990
4897,6688,3050,1990
6251,4396,4650,1990
9528,8447,9550,1990
4063,3466,9350,1990
2356,6391,1050,2010
7596,4207,6850,1990
422,2770,4050,2010
7529,6129,9650,1990
9567,9827,3950,2010
4136,1465,950,2000
3152,1860,6850,1990
2877,425,2150,1990
1060,4687,4150,2000
9010,7537,1850,2010
5102,7846,7550,2000
2493,6849,1350,1990
6674,1908,9150,1990
4877,8672,9250,1990
2605,2871,8850,2010
6664,802,750,2010
1935,1145,6750,2010
5475,3306,2450,1990
4967,9881,550,2000
6543,8701,2650,2000
957,9208,5850,2000
3430,2989,1050,2010
3117,2729,3250,2010
8721,529,9150,2010
2304,4697,3750,2000
9042,7854,7750,2000
3319,5224,1050,1990
1176,6788,150,2000
7887,391,1050,1990
2456,439,8750,1990
1721,1852,1150,2000
1593,3037,1950,2000
6389,8249,5950,1990
4929,1845,8150,2010
6892,8001,7950,1990
3298,221,5850,2000
5447,9754,1650,2010
5666,4734,1050,2010
6292,8862,1650,2000
4275,8750,7650,2010
2112,7499,6750,2000
2414,8366,50,2010
4416,9960,4350,1990
7787,5132,4350,2010
8663,2151,5050,2000
8231,9492,5650,2000
2272,3766,2450,1990
9301,9742,9750,2010
338,717,550,2000
9067,8702,3450,2000
2479,3683,2950,2000
7640,9275,4350,1990
3852,460,950,1990
5002,8620,8250,1990
2493,3563,6550,1990
6721,3229,7650,1990
552,6278,9850,1990
8948,3277,6650,2000
9061,5769,1050,1990
7697,4370,1650,2000
4011,4529,9350,2000
1710,2725,2050,1990
2296,4965,9850,1990
5086,2166,9550,2010
6446,7329,1850,1990
8864,7370,8350,2010
6680,9868,5750,2010
862,9434,2150,1990
6803,2641,7050,1990
7653,7058,1650,1990
7760,4247,1550,1990
937,4887,5850,2010
9088,1168,4250,2000
5700,3276,8550,2010
3921,2710,150,1990
7955,8236,5750,2010
6567,2160,8250,1990
6569,6143,7850,2010
2363,8511,6550,2010
8234,5524,150,2000
7490,1904,1250,2000
4446,8469,7550,2010
8896,4532,3150,2000
4600,1926,9750,2010
7211,2818,9350,2000
4563,1402,6950,2000
8078,7917,9850,1990
2582,4147,4350,1990
9941,3006,1950,1990
3530,1013,2950,2010
7595,151,7850,1990
4206,8207,2750,1990
7930,6449,7650,2000
9956,417,8850,2000
9676,2133,6550,1990
3592,2007,6150,2010
1873,2634,4650,2000
1758,212,6750,1990
6925,2105,2650,2000
4940,5299,7250,1990
1861,213,1150,1990
9795,6023,4550,1990
6430,8673,5850,1990
3273,8898,7350,2000
4405,7521,6750,2010
2548,9823,1650,1990
7426,4455,8550,1990
635,1527,1350,1990
6924,257,7850,2010
2435,4892,8650,1990
7255,6110,6350,2010
8725,3348,7050,2000
1979,2670,8750,1990
6082,2709,550,2000
4737,2852,2850,1990
4637,1814,4850,2010
9163,1184,2050,1990
5178,2014,3450,2000
6610,6400,3850,1990
8377,8555,8450,2010
1145,7942,850,2010
1504,7340,3150,1990
6489,3170,4750,2000
9521,304,2750,2000
8991,1376,7850,1990
8186,9548,6550,2010
462,1256,2350,2010
7294,4056,6450,2010
8858,4687,9350,1990
9171,4147,9650,2010
7745,2892,1150,1990
5316,7878,6750,2010
905,7203,3950,2000
5774,5112,450,2010
8813,2171,1950,2000
323,3103,6450,1990
2174,4017,5050,2010
9267,6018,6750,2010
62,2161,3750,2000
1168,4090,6950,2010
8407,826,1550,1990
6068,200,4250,1990
2988,8810,1850,1990
3999,355,8650,2000
5134,1890,9050,2010
3343,1231,2050,1990
1830,1939,3250,2010
8364,527,5150,2010
7738,8086,9950,2010
6067,6820,7450,2000
6186,5452,3050,2000
7584,2544,7550,1990
2336,1573,3850,2000
902,6381,2250,2000
8627,6432,50,1990
7122,2219,5050,2000
9208,4362,150,1990
9468,5240,2250,2000
3165,5894,9750,2010
5676,2031,5150,2000
2641,3526,9250,1990
9016,3420,9450,2010
5088,7242,9750,2010
866,8123,7150,2000
681,6733,9850,2000
9108,1143,3650,2000
1180,3505,8650,2010
7500,846,4650,1990
9367,1290,5850,2010
3864,9701,7450,2010
8936,3070,1750,1990
2674,208,3650,1990
5876,4380,2650,2010
2922,2874,4550,2000
6821,406,150,2000
8108,284,9150,1990
8109,8618,1850,2000
2358,4223,6550,2000
5651,4734,1550,1990
9111,7154,2750,1990
3338,7844,8750,1990
3500,9932,8250,1990
6946,2369,2250,2000
6743,5065,8850,2010
5097,5200,4950,2000
1752,8173,750,2000
1572,3317,8650,2000
8686,5844,2350,2000
3271,2199,7550,1990
9682,8618,7050,1990
7522,327,6950,1990
2194,5098,7950,2000
7954,5965,2050,1990
6528,8662,150,1990
3506,1069,1750,2010
9553,4476,4750,2010
1280,3604,7650,2010
764,3351,5750,2010
9380,5040,4050,1990
2805,1385,450,2010
2252,2143,7550,2010
6591,5718,8950,2000
4679,1055,4650,2010
4368,953,2850,2010
6727,9600,1850,2000
8920,7815,8450,2000
4350,8131,7850,2010
7835,5037,1350,1990
6406,9753,4150,1990
3448,2774,250,2000
3658,7100,9850,2010
2704,9447,9850,2010
8881,9554,2250,2000
1734,5769,9550,1990
8439,9225,5150,2010
9650,711,9350,2000
4620,6756,3050,2000
6311,5750,9550,2000
8502,138,9950,2010
7207,8509,1350,2010
8784,5734,2750,1990
4355,365,550,2000
8151,6141,2050,1990
7657,7273,3350,2010
3057,6804,4250,1990
5767,7582,7150,1990
2422,626,5650,2010
6854,5142,5350,2010
2376,7982,7450,2010
5437,7548,8050,2000
9331,5436,4050,2010
7179,5985,4250,1990
4959,4685,7950,1990
8639,4717,2850,2010
1615,6429,9650,2010
622,4494,3050,1990
3271,9212,2750,2000
3006,9130,4350,2010
4092,3438,5850,1990
1252,7968,1850,1990
1727,8925,5450,1990
7711,7155,4550,2000
1273,1971,1850,2000
2408,8426,3050,2000
9073,8003,8050,2010
1596,1025,2450,2010
9926,4514,6950,1990
6067,6784,4150,2000
9378,240,1150,2010
4087,3475,4750,2000
3207,2517,3050,1990
1368,3932,9750,1990
4022,4822,1650,1990
3761,7051,1950,1990
3620,1882,350,1990
2686,810,8150,2000
7799,6997,6850,1990
5563,3234,450,1990
4790,2197,7850,2000
5906,2080,4550,2010
3408,9022,1350,2000
4406,3802,5550,2010
611,5236,150,1990
1312,3858,9850,2010
3237,4947,8350,2010
2045,2593,3750,1990
122,9488,6850,2000
4777,8696,650,2000
9534,5316,6250,1990
687,2095,5150,1990
6706,8500,5450,2000
651,3149,4650,2010
7521,5634,6350,2010
8589,9670,2950,2010
5195,5914,7050,1990
7162,9029,3150,2000
8303,3123,4250,2000
4570,7878,8550,2010
5041,2107,1450,2010
2805,4184,9650,2000
6087,5411,5650,2010
2378,747,350,2000
9602,7615,8550,2000
8840,7081,9750,2010
5679,605,7750,2010
6927,7272,650,2000
5212,7534,5250,2000
7197,2157,6450,2000
8552,9745,4550,2000
1738,267,9450,2010
1695,7975,4350,2000
3491,9475,8550,2000
9253,235,3150,1990
8187,212,7850,2010
1188,2052,8250,2000
7719,333,8450,2000
2335,7660,3950,2010
7560,1566,750,2000
9915,4746,2750,2010
6422,7172,8850,2010
6241,9725,6550,2010
1138,8203,3750,2000
5612,6646,4650,2010
4768,2017,7750,2000
6341,5222,450,1990
3491,9825,5750,1990
4373,3170,7650,2000
5313,8996,8650,2000
1388,5714,4350,2010
689,6764,9250,2000
9769,1715,1650,2000
2955,6662,7950,2000
4054,7074,1550,2010
3731,3709,8350,2010
2584,5029,5250,2010
1110,5833,8050,2010
6252,9098,5350,2010
2841,5744,3250,2000
712,4056,8350,2010
7338,5799,5050,2000
2352,3683,5850,2010
8826,8165,4950,2000
6583,2188,5050,1990
8466,8490,1750,2010
3781,9278,6550,1990
379,4474,6450,2000
6454,8888,150,2000
8281,4977,6450,2000
1363,9619,2350,2000
1046,9434,8750,2010
3975,7001,2850,2010
4243,6486,7250,2000
921,9583,1650,2010
8267,4684,2550,2000
9929,2201,5050,2000
8247,7890,9050,2010
9671,2125,5250,1990
5471,848,5550,1990
4061,8778,4450,2010
5765,3130,9850,2010
3256,6358,9950,2010
4632,9279,1050,2010
2080,1846,6650,1990
4868,3804,3650,2000
6027,9156,8050,1990
3610,2228,8950,2010
96,9255,650,1990
7482,2146,7450,1990
1630,6699,4050,2010
8376,5582,5150,1990
1553,5401,1150,2010
2853,8859,8150,2010
6559,9685,2950,1990
3036,4248,750,2000
7326,7451,2250,1990
4264,5859,7850,1990
3537,3782,6750,2010
3173,3690,5850,2000
5896,9186,4950,1990
8705,3609,150,2000
755,4477,8150,1990
7463,7515,2950,2000
9275,7379,4850,2010
3627,7924,8150,2000
1734,8888,8750,1990
4368,7541,8950,2000
8889,5461,4450,2000
7168,2787,3950,2010
4041,9166,5450,2010
3036,5054,7050,2010
5429,4317,6350,2000
9916,8232,4050,2000
2482,3770,450,1990
7848,7240,450,1990
3454,8932,6950,2010
6492,538,9450,2000
8968,7962,3150,1990
6138,3577,9250,1990
997,2686,6350,2010
951,7845,9050,2000
5897,3867,5750,1990
4927,8733,4950,2000
4379,9007,6650,2000
5802,9101,850,1990
3193,2931,6450,2000
672,6253,1550,1990
3876,1422,150,2000
9848,2864,2250,1990
1354,3960,4750,2010
3575,4942,4650,1990
3148,2321,1550,2000
8273,4375,9350,1990
1354,6400,8150,2010
6122,6653,1350,1990
4380,428,3050,1990
5906,4074,7450,2000
6542,6620,4050,2010
4205,8972,5150,2010
971,6129,2950,2000
550,5896,3650,2010
1192,534,9650,2000
6926,615,6850,2010
399,2556,6850,1990
6345,6003,1050,1990
7157,5651,3150,1990
4753,1308,6450,2010
1016,8476,3150,2000
9413,8742,2150,1990
585,8457,850,2010
9511,9223,3150,2010
8235,4861,450,1990
6923,7380,7350,2000
4249,2966,7650,2000
7391,7164,4050,2000
4513,4661,3250,2010
785,9160,4550,1990
6631,9717,3950,2010
8613,4505,5450,2010
7396,2965,9150,1990
4652,5020,7350,2010
8340,2235,3950,2010
5302,4537,9150,1990
1151,5444,4250,2000
3373,430,550,2010
563,7355,950,2010
5713,3515,7950,1990
532,753,6150,2010
6150,7620,3950,2010
4220,6347,250,2000
9115,9134,7650,2010
5665,976,2150,1990
7861,3063,9850,1990
2784,8531,9950,2000
5018,5515,5250,2010
9125,5857,5450,1990
58,4326,7650,1990
9709,6614,9450,2010
3192,6984,6750,2010
388,1171,2650,1990
2421,9851,8150,2010
4112,233,7850,2000
5834,3344,3450,2000
8558,2372,6950,2000
2807,2929,9950,1990
6443,8374,950,2000
383,7386,550,2010
8964,2028,5450,1990
3375,1928,7750,2000
4127,3831,5050,2000
8840,9201,9250,2000
7635,6423,3150,2000
7606,5155,1650,2000
1625,7274,8550,2000
7314,5243,7050,1990
6499,5310,3150,1990
7065,9824,4850,2010
1996,3999,3850,2000
5608,8380,2550,2010
3051,3445,6850,2000
2130,8449,7150,2000
5758,2144,7050,2000
7828,959,4650,2010
4552,8679,2250,2010
1983,4537,9050,1990
9024,3383,4250,2010
238,8444,8050,2010
1052,9406,2950,2000
1077,2942,550,1990
7790,6348,4050,2010
3563,2305,650,2010
6068,9801,9250,2010
6616,258,850,2000
4422,6317,1350,1990
6227,7331,1350,2000
6259,6573,7750,1990
2962,2590,6050,2000
1004,8674,3950,1990
2657,8405,5550,1990
3432,6904,850,2010
9222,9757,4850,2010
3409,6951,7950,1990
8291,1194,9850,2010
9175,2114,7450,2000
7055,4577,5250,2010
7364,880,5850,1990
7107,4709,6450,1990
1727,4331,4350,2000
7004,3862,3350,1990
937,2858,1050,1990
2511,6886,3350,2010
1234,7231,6950,1990
7589,7095,1550,2000
646,3589,4450,2010
4410,4373,1850,1990
8366,6922,6650,1990
3837,2674,9750,2010
5870,5843,9750,2010
4082,9304,4750,2010
9428,9256,4550,1990
1,4413,1850,2000
9204,6450,5850,2000
5174,9812,1650,1990
4879,2871,50,1990
8394,3153,2450,2010
8810,7882,5450,2000
408,7920,7850,1990
5319,5293,6550,2000
7871,6416,4450,1990
1652,9692,4150,2010
2460,6554,6150,2000
5951,1724,750,2000
2962,963,2050,1990
9315,3541,8550,2010
8956,1781,5550,2000
3221,2667,4050,2000
7584,9822,6350,2000
8919,4455,5450,2010
8149,4584,6750,2000
3750,3509,7950,2000
6872,5422,3950,2010
9714,2512,950,2010
9063,4757,5750,2010
9417,9318,9250,2000
1851,8247,2550,1990
7532,591,7350,2010
2860,9582,2950,2000
2940,5360,4650,2010
7065,6195,1150,2010
9482,9708,9550,1990
179,3973,8750,1990
6796,676,7250,2000
98,3791,1250,1990
9226,3420,3150,2000
728,1214,8550,1990
8636,9777,1750,1990
778,1707,6050,2000
4601,8762,9350,2010
4436,6473,4150,2010
5699,8262,7050,2010
1345,4002,4050,2000
6814,4399,1450,1990
8429,4066,7750,1990
6790,2012,9550,2000
7222,8720,2550,2000
6539,768,3550,1990
2769,1848,7650,1990
2003,889,5550,2000
2161,3312,7150,1990
5650,9354,7150,1990
8786,5655,1150,2010
9747,4105,1950,1990
2231,7568,2150,2010
9173,7100,4550,2010
8615,7224,3350,2000
2222,2452,8950,2000
8092,2023,350,2000
4365,9205,6350,2010
3773,9084,1150,2010
8649,1122,8850,2000
4729,6137,1850,2000
9656,5732,3550,2000
2731,4535,6250,2000
3217,7864,5950,2010
4875,7410,5650,2010
9977,8342,8150,2010
7494,6192,6550,1990
2144,3547,8150,2000
2004,6393,2750,2000
2943,8393,850,2000
122,8535,3150,2010
5549,9807,4750,1990
7258,9750,1150,1990
6775,5559,6650,2000
4912,8732,6550,2000
7225,6467,8050,2000
6891,2347,2850,2010
2279,8172,6650,2010
3574,4620,4450,2010
376,3940,1550,2010
1278,2705,4750,2000
7864,9667,8250,1990
2713,8718,6550,2000
3123,1356,1950,1990
3572,5842,4350,1990
8716,2024,850,2010
9029,3395,8750,2000
3421,283,5150,2000
6477,2135,2650,2010
3883,8346,4050,1990
6807,3023,8850,2000
5132,8363,450,2010
69,9984,3150,1990
9482,3926,3350,1990
861,2629,2750,2000
5940,3532,6350,1990
1204,1977,4950,2010
6848,3183,2150,2010
4500,824,9550,1990
7257,1477,4450,2010
3218,8518,8150,2000
6459,3135,7550,2000
2910,9284,4550,2000
969,217,4750,2000
8283,2644,1950,2010
9499,9691,4550,2010
5433,6584,8950,1990
2207,2609,9650,2010
1975,5198,1850,2000
8540,5991,9550,2000
5989,1623,550,2000
1885,8560,9650,1990
6570,3682,2750,2000
1374,9659,9650,1990
2958,2806,9850,2010
8499,7881,4750,1990
4457,8661,7550,2000
6913,1264,5150,2010
1146,8224,8750,2000
5875,1444,1650,2000
2673,2337,2050,2010
2027,7069,7950,2000
6690,9613,5450,1990
6396,807,4050,2010
2256,595,3450,2010
1597,5914,6750,2010
693,7180,4650,2010
7190,5886,950,2010
1616,3440,8450,1990
2541,1346,9350,2010
7605,7296,8150,1990
8846,9285,50,2000
1586,1560,6750,2010
592,8221,250,2000
2429,4480,2350,2010
4592,4892,2350,2010
5809,7455,5550,2010
7435,1857,4650,1990
662,4679,6850,2010
5933,1842,5150,2000
3481,1794,2550,1990
4789,5612,2350,1990
4112,3666,950,2010
2216,9583,2850,2000
3187,4149,6250,2000
2385,7036,5650,2010
2836,3234,4250,2000
7143,2427,6150,2010
4940,5816,1150,1990
9278,785,1950,1990
1343,365,6450,2010
3461,4437,2450,2000
5432,1548,6050,2000
8060,684,6750,2010
1467,5289,8550,1990
5416,4228,9750,2010
4219,2650,9450,2000
3729,2602,1350,1990
5029,8562,7850,2010
8424,8938,5450,1990
4210,2875,750,2010
201,6807,5950,1990
4886,656,1950,1990
5928,839,4850,2000
2759,6699,450,1990
805,3095,950,2000
9911,6872,5850,2010
3424,3029,5250,2010
2198,364,7150,1990
7266,651,8450,2010
7066,7644,9550,2010
1425,2807,3550,1990
9384,6629,9950,1990
6592,1849,2450,2010
2819,1530,3850,1990
1992,2960,7250,2010
3962,9139,7250,2000
8138,521,150,1990
5008,6921,8250,2010
6140,4074,5450,2000
2366,2090,8450,2010
6731,8635,9650,2010
3839,793,9350,2000
613,2011,1150,2010
9053,3865,1150,1990
7574,6559,2650,2000
7419,707,5450,1990
4533,9043,6250,2000
3552,9728,150,2010
9952,6069,7450,2010
6554,7031,6650,2000
4080,1059,7550,2010
8889,3929,5650,1990
8215,7298,1550,2010
2449,2239,2750,2000
2569,5994,9950,2000
1109,5028,250,2010
608,6224,5450,1990
2468,1369,550,1990
9550,7189,5850,2010
2319,6857,550,2010
7898,5319,9750,2010
9872,3609,6550,2010
1430,5666,4350,2000
4346,7963,8750,1990
2795,2814,6750,2010
1929,9544,4850,2000
2927,6165,9350,1990
4005,2578,8350,1990
4970,1773,9850,2000
8652,3399,8350,2000
583,5017,2450,2010
9844,4285,4850,2000
3010,6934,1050,1990
4768,4266,6450,1990
3075,957,1350,2010
6440,1660,3350,2010
2523,1256,3650,1990
4378,7366,8050,1990
8458,7752,6750,2000
4629,7994,2850,2000
8805,7121,9950,1990
1562,188,8550,2010
3757,7046,3950,2000
9713,6531,1450,1990
318,708,6450,2000
373,8492,7550,2000
576,3258,8750,2000
5008,8900,7250,1990
3825,5378,4350,2000
1584,6230,450,2000
6121,4805,6050,2000
8656,6419,8250,2000
8632,3296,50,2000
9688,7658,5250,2010
7508,3705,5650,2010
490,9092,7050,1990
638,879,50,2010
2612,3170,3450,2000
5116,9973,650,2000
1114,3120,250,2000
3345,3824,7350,1990
7205,1800,9550,2010
3275,5510,3550,2010
2940,8593,9950,2010
5767,9199,2850,2000
471,5578,7250,2000
1543,9499,6050,2000
8053,4673,3850,1990
3301,1395,1250,2000
5160,1106,9350,2000
1923,9979,7050,1990
4329,8654,450,2000
7558,550,9750,2000
4983,4092,2450,1990
3291,6451,3650,2000
6201,6809,6650,1990
8926,6717,9850,2010
8453,1819,7550,1990
1094,6235,3750,1990
1111,7259,4850,2000
2600,5435,7550,1990
1776,685,5250,1990
1002,8511,7150,2000
7909,4196,6750,2010
2919,3471,9150,2010
4828,617,1450,2000
3315,3746,3750,2010
3332,9049,450,2000
6481,9706,4650,2000
1668,1615,6850,2010
995,3297,6050,1990
5843,524,4550,2010
50,3036,4950,1990
3835,5541,7950,2000
2512,5107,3850,2010
1339,7932,6250,2000
1584,9254,1650,1990
2066,5539,6450,2010
1952,6836,5550,2010
5227,9537,9550,2000
5415,849,6050,2000
9984,7209,4450,2010
125,4793,6750,2000
2319,2373,8250,2000
4855,8947,2250,2000
1481,1536,9250,2000
2864,3498,8550,1990
9927,2081,3350,2010
86,4428,5150,2000
6282,4525,8050,2010
1981,3647,950,2010
2202,6972,4550,2000
8119,3298,7550,2000
7892,3624,1950,1990
6450,1906,2050,2000
2334,6578,1750,2000
1910,2218,850,2000
7336,4174,4950,2000
2769,6088,4750,2010
3253,5370,9150,2010
3552,4210,6350,2000
9492,4253,4150,1990
7193,6176,8950,2000
4905,8862,4550,2010
1974,8263,6150,1990
5610,1852,7250,2010
8391,9282,5050,2000
6138,4143,4550,2010
1383,8533,8850,1990
5478,383,7850,2000
7847,338,9150,2010
7187,270,4350,2000
3508,2439,7050,1990
9949,4812,3350,2000
1683,8608,5050,2000
87,5706,2150,2000
1338,3741,5050,1990
5897,584,6550,2010
3952,6839,9650,2000
1301,1763,9250,2010
459,280,3950,2010
9852,9452,5650,2010
5392,2520,7150,2010
563,1886,2450,2000
5749,6611,6550,2000
6902,835,450,2010
5892,8128,1850,2010
43,5226,6150,1990
1973,3157,1750,2000
6668,7463,350,1990
7213,677,4250,1990
4405,8995,5150,1990
9969,1122,6150,2010
9706,88,5950,1990
7838,860,2250,1990
7088,7346,3150,2000
2546,3201,9650,1990
1908,4909,2950,1990
3304,4504,2250,2010
2040,7292,3250,1990
1086,1896,8150,1990
7275,2670,3150,1990
700,4346,2450,2000
3761,590,4250,2000
4079,7961,2650,1990
5374,2702,6550,2010
584,3115,7150,2010
1163,4675,2750,1990
8093,2912,550,1990
898,8080,2850,2000
3685,9983,8650,2000
2633,311,2050,2000
1120,8810,3250,2000
9360,6317,3450,1990
5946,8187,550,2000
660,1185,2750,2000
6072,8229,3250,2010
2904,857,2450,1990
2110,1468,9250,2000
8018,9821,2550,1990
2667,8538,2650,1990
3145,8158,2550,2000
9189,1749,150,2010
4480,9119,250,1990
6696,6128,3350,2000
3749,2914,3050,1990
7526,4293,4250,1990
8748,1364,6450,2000
1939,6697,6150,2010
4756,3198,4250,2000
7823,8688,3950,1990
7012,257,650,1990
6632,7321,1750,2010
7074,7120,7750,1990
1357,1058,9750,2010
3674,3834,5650,1990
9040,681,8850,2010
