id:id,city:string,state,country:string
2403,city4,state9,country0
2404,city7,state3,country4
2405,city9,state8,country4
2406,city9,state7,country0
2407,city1,state5,country0
2408,city6,state5,country4
2409,city5,state1,country3
2410,city9,state1,country1
2411,city3,state5,country2
2412,city6,state0,country2
2413,city6,state0,country1
2414,city12,state5,country4
2415,city7,state0,country2
2416,city17,state7,country4
2417,city8,state0,country2
2418,city12,state7,country1
2419,city10,state1,country1
2420,city3,state9,country4
2421,city5,state8,country2
2422,city4,state4,country1
2423,city14,state2,country4
2424,city3,state1,country4
2425,city2,state6,country2
2426,city16,state8,country3
2427,city17,state8,country2
2428,city19,state9,country0
2429,city8,state2,country1
2430,city14,state3,country1
2431,city10,state7,country1
2432,city6,state3,country2
2433,city18,state3,country2
2434,city10,state1,country1
2435,city5,state7,country0
2436,city12,state8,country0
2437,city18,state2,country2
2438,city16,state6,country2
2439,city11,state2,country3
2440,city13,state4,country4
2441,city19,state8,country4
2442,city13,state7,country3
2443,city12,state5,country4
2444,city10,state8,country3
2445,city9,state7,country1
2446,city4,state8,country3
2447,city12,state4,country2
2448,city13,state2,country3
2449,city1,state1,country2
2450,city12,state3,country0
2451,city17,state5,country2
2452,city18,state0,country1
2453,city8,state4,country3
2454,city5,state9,country1
2455,city6,state3,country2
2456,city10,state8,country1
2457,city1,state3,country0
2458,city10,state3,country3
2459,city15,state0,country3
2460,city7,state6,country4
2461,city11,state7,country1
2462,city17,state8,country1
2463,city7,state5,country1
2464,city17,state8,country0
2465,city4,state6,country1
2466,city1,state0,country1
2467,city6,state7,country4
2468,city17,state8,country3
2469,city10,state1,country0
2470,city13,state9,country3
2471,city4,state8,country1
2472,city3,state0,country4
2473,city19,state5,country0
2474,city12,state3,country0
2475,city10,state3,country4
2476,city9,state4,country2
2477,city2,state9,country1
2478,city8,state3,country4
2479,city19,state4,country1
2480,city1,state2,country2
2481,city15,state4,country3
2482,city3,state8,country3
2483,city17,state2,country2
2484,city19,state3,country2
2485,city2,state3,country4
2486,city0,state4,country4
2487,city6,state4,country4
2488,city3,state9,country0
2489,city15,state9,country0
2490,city10,state1,country2
2491,city13,state9,country4
2492,city17,state0,country2
2493,city7,state2,country3
2494,city12,state9,country2
2495,city14,state5,country1
2496,city12,state9,country0
2497,city3,state7,country0
2498,city13,state7,country0
2499,city9,state2,country2
2500,city18,state6,country0
2501,city1,state6,country4
2502,city15,state6,country3
2503,city13,state9,country1
2504,city5,state6,country4
2505,city9,state6,country3
2506,city8,state7,country3
2507,city7,state4,country2
2508,city6,state7,country0
2509,city9,state3,country2
2510,city1,state3,country2
2511,city5,state5,country0
2512,city14,state9,country0
2513,city11,state5,country0
2514,city14,state1,country3
2515,city12,state3,country3
2516,city17,state4,country0
2517,city19,state0,country2
2518,city5,state4,country4
2519,city1,state4,country0
2520,city3,state5,country1
2521,city9,state5,country2
2522,city5,state2,country1
2523,city19,state3,country1
2524,city10,state2,country3
2525,city11,state4,country3
2526,city0,state2,country4
2527,city1,state2,country4
2528,city7,state4,country1
2529,city15,state3,country0
2530,city11,state1,country0
2531,city8,state0,country3
2532,city15,state6,country2
2533,city15,state4,country1
2534,city8,state3,country2
2535,city11,state4,country3
2536,city17,state6,country1
2537,city1,state0,country1
2538,city7,state6,country2
2539,city15,state5,country4
2540,city18,state4,country0
2541,city3,state7,country1
2542,city17,state0,country4
2543,city8,state4,country3
2544,city2,state1,country1
2545,city0,state5,country0
2546,city14,state2,country4
2547,city19,state3,country0
2548,city0,state2,country0
2549,city6,state6,country4
2550,city14,state0,country2
2551,city13,state2,country4
2552,city13,state6,country2
2553,city13,state6,country3
2554,city1,state2,country2
2555,city19,state8,country2
2556,city1,state4,country0
2557,city5,state6,country3
2558,city9,state4,country4
2559,city14,state9,country0
2560,city10,state5,country4
2561,city0,state8,country2
2562,city1,state4,country4
2563,city8,state7,country3
2564,city6,state7,country1
2565,city18,state5,country1
2566,city12,state0,country2
2567,city4,state5,country2
2568,city19,state8,country4
2569,city18,state5,country0
2570,city10,state9,country2
2571,city14,state4,country1
2572,city9,state4,country0
2573,city2,state6,country2
2574,city6,state8,country3
2575,city7,state7,country1
2576,city0,state9,country1
2577,city19,state8,country2
2578,city10,state4,country0
2579,city19,state4,country4
2580,city17,state9,country2
2581,city9,state2,country3
2582,city15,state9,country2
2583,city3,state1,country2
2584,city18,state7,country2
2585,city12,state2,country3
2586,city4,state6,country1
2587,city11,state1,country0
2588,city13,state0,country1
2589,city0,state9,country4
2590,city9,state3,country4
2591,city5,state4,country0
2592,city17,state1,country4
2593,city5,state5,country0
2594,city12,state1,country4
2595,city3,state1,country3
2596,city4,state3,country1
2597,city9,state2,country1
2598,city7,state0,country0
2599,city5,state2,country1
2600,city13,state1,country4
2601,city14,state7,country2
2602,city17,state5,country2
2603,city11,state6,country1
2604,city1,state1,country4
2605,city0,state5,country2
2606,city15,state0,country4
2607,city1,state8,country3
2608,city1,state1,country2
2609,city2,state1,country3
2610,city11,state1,country1
2611,city12,state8,country4
2612,city1,state9,country2
2613,city13,state7,country0
2614,city6,state0,country3
2615,city18,state9,country3
2616,city18,state5,country1
2617,city7,state4,country1
2618,city11,state3,country4
2619,city11,state0,country0
2620,city19,state2,country1
2621,city12,state4,country3
2622,city8,state6,country2
2623,city3,state4,country4
2624,city6,state8,country4
2625,city0,state1,country3
2626,city11,state1,country4
2627,city11,state4,country1
2628,city18,state1,country1
2629,city14,state1,country0
2630,city1,state7,country4
2631,city11,state1,country4
2632,city6,state9,country4
2633,city6,state2,country3
2634,city14,state8,country0
2635,city1,state8,country2
2636,city6,state6,country2
2637,city3,state7,country4
2638,city19,state1,country2
2639,city15,state0,country2
2640,city6,state9,country0
2641,city9,state5,country0
2642,city10,state4,country0
2643,city3,state5,country2
2644,city4,state9,country2
2645,city14,state7,country2
2646,city16,state7,country2
2647,city13,state3,country3
2648,city11,state9,country4
2649,city15,state9,country3
2650,city8,state7,country2
2651,city19,state9,country4
2652,city17,state2,country4
2653,city1,state8,country4
2654,city5,state5,country0
2655,city8,state9,country2
2656,city15,state1,country0
2657,city17,state3,country2
2658,city5,state6,country4
2659,city2,state1,country4
2660,city10,state5,country4
2661,city14,state2,country0
2662,city1,state7,country3
2663,city10,state5,country1
2664,city10,state8,country2
2665,city7,state0,country4
2666,city6,state6,country1
2667,city10,state0,country3
2668,city18,state9,country2
2669,city19,state6,country0
2670,city18,state7,country0
2671,city16,state5,country1
2672,city4,state1,country1
2673,city6,state6,country2
2674,city12,state5,country4
2675,city11,state7,country3
2676,city3,state1,country4
2677,city15,state2,country4
2678,city10,state7,country3
2679,city14,state4,country4
2680,city12,state3,country4
2681,city6,state1,country3
2682,city1,state5,country3
2683,city3,state3,country4
2684,city15,state7,country2
2685,city5,state8,country1
2686,city16,state2,country3
2687,city5,state0,country0
2688,city4,state1,country4
2689,city9,state1,country1
2690,city1,state8,country1
2691,city11,state8,country0
2692,city12,state3,country2
2693,city12,state8,country0
2694,city7,state6,country0
2695,city9,state1,country2
2696,city4,state5,country4
2697,city13,state7,country1
2698,city13,state2,country4
2699,city14,state6,country1
2700,city17,state7,country1
2701,city0,state5,country2
2702,city7,state7,country1
2703,city11,state6,country4
2704,city8,state9,country3
2705,city19,state5,country0
2706,city0,state2,country3
2707,city1,state8,country0
2708,city19,state3,country4
2709,city16,state0,country3
2710,city10,state0,country2
2711,city14,state0,country2
2712,city3,state4,country0
2713,city1,state3,country3
2714,city14,state5,country4
2715,city2,state5,country0
2716,city18,state5,country4
2717,city4,state5,country3
2718,city8,state8,country2
2719,city4,state7,country2
2720,city7,state1,country2
2721,city7,state0,country0
2722,city8,state8,country4
2723,city10,state3,country3
2724,city13,state9,country3
2725,city0,state4,country4
2726,city3,state2,country4
2727,city13,state0,country3
2728,city5,state1,country1
2729,city4,state4,country2
2730,city5,state7,country0
2731,city12,state7,country4
2732,city16,state8,country3
2733,city11,state5,country1
2734,city14,state3,country0
2735,city5,state7,country2
2736,city2,state4,country2
2737,city15,state1,country2
2738,city14,state2,country4
2739,city2,state7,country0
2740,city17,state1,country0
2741,city2,state1,country4
2742,city13,state1,country2
2743,city17,state5,country3
2744,city14,state9,country0
2745,city15,state5,country2
2746,city10,state6,country4
2747,city6,state4,country0
2748,city19,state8,country1
2749,city14,state2,country0
2750,city14,state7,country4
2751,city17,state4,country3
2752,city6,state6,country2
2753,city5,state0,country3
2754,city7,state7,country3
2755,city6,state6,country3
2756,city16,state4,country2
2757,city6,state0,country3
2758,city7,state7,country4
2759,city9,state5,country4
2760,city1,state7,country2
2761,city5,state3,country1
2762,city16,state4,country3
2763,city11,state9,country0
2764,city16,state7,country4
2765,city5,state6,country0
2766,city3,state7,country4
2767,city18,state4,country0
2768,city1,state6,country0
2769,city15,state4,country3
2770,city12,state9,country0
2771,city5,state9,country0
2772,city9,state7,country4
2773,city1,state5,country3
2774,city3,state5,country3
2775,city0,state7,country3
2776,city0,state4,country3
2777,city15,state9,country1
2778,city18,state7,country3
2779,city10,state5,country2
2780,city2,state3,country0
2781,city1,state1,country3
2782,city17,state9,country1
2783,city5,state5,country2
2784,city1,state8,country3
2785,city19,state0,country0
2786,city1,state5,country2
2787,city11,state6,country3
2788,city7,state6,country4
2789,city15,state0,country4
2790,city19,state9,country2
2791,city10,state5,country2
2792,city17,state1,country2
2793,city9,state3,country0
2794,city4,state9,country4
2795,city19,state7,country3
2796,city18,state7,country3
2797,city0,state7,country3
2798,city18,state6,country3
2799,city18,state4,country2
2800,city7,state6,country0
2801,city15,state3,country2
2802,city17,state1,country3
2803,city0,state6,country3
2804,city13,state6,country0
2805,city9,state9,country3
2806,city8,state9,country4
2807,city5,state6,country2
2808,city3,state9,country0
2809,city9,state8,country3
2810,city10,state2,country1
2811,city10,state5,country3
2812,city3,state8,country0
2813,city18,state8,country4
2814,city15,state6,country0
2815,city8,state9,country1
2816,city17,state4,country2
2817,city16,state5,country3
2818,city17,state8,country1
2819,city3,state3,country1
2820,city5,state7,country4
2821,city16,state3,country2
2822,city5,state0,country1
2823,city13,state4,country0
2824,city16,state4,country0
2825,city14,state3,country4
2826,city16,state8,country1
2827,city19,state8,country0
2828,city2,state8,country4
2829,city10,state3,country1
2830,city4,state1,country3
2831,city16,state7,country0
2832,city1,state9,country4
2833,city7,state9,country4
2834,city10,state7,country1
2835,city8,state6,country4
2836,city10,state7,country4
2837,city3,state9,country1
2838,city8,state3,country0
2839,city2,state5,country4
2840,city6,state5,country3
2841,city3,state2,country4
2842,city1,state8,country3
2843,city9,state2,country1
2844,city9,state8,country2
2845,city14,state5,country1
2846,city19,state5,country3
2847,city3,state7,country3
2848,city0,state3,country2
2849,city4,state8,country4
2850,city18,state9,country1
2851,city11,state4,country3
2852,city17,state6,country1
2853,city7,state2,country2
2854,city19,state4,country3
2855,city10,state6,country3
2856,city4,state4,country4
2857,city7,state5,country4
2858,city11,state0,country3
2859,city4,state0,country3
2860,city2,state5,country2
2861,city12,state7,country0
2862,city4,state8,country0
2863,city1,state8,country2
2864,city9,state4,country2
2865,city6,state7,country2
2866,city4,state0,country0
2867,city11,state3,country3
2868,city14,state4,country4
2869,city11,state0,country4
2870,city2,state1,country0
2871,city12,state5,country3
2872,city13,state0,country2
2873,city18,state7,country3
2874,city17,state4,country1
2875,city16,state2,country1
2876,city1,state9,country3
2877,city3,state8,country1
2878,city12,state5,country1
2879,city10,state7,country0
2880,city12,state1,country0
2881,city18,state4,country0
2882,city0,state6,country2
2883,city4,state6,country4
2884,city19,state8,country3
2885,city13,state1,country3
2886,city16,state1,country3
2887,city16,state8,country0
2888,city14,state5,country3
2889,city8,state7,country0
2890,city16,state6,country0
2891,city2,state6,country0
2892,city5,state6,country4
2893,city11,state1,country4
2894,city11,state9,country1
2895,city2,state7,country3
2896,city19,state3,country4
2897,city11,state5,country2
2898,city13,state0,country2
2899,city17,state4,country3
2900,city5,state3,country0
2901,city10,state4,country1
2902,city10,state4,country4
2903,city9,state5,country3
2904,city11,state4,country3
2905,city18,state2,country2
2906,city12,state8,country0
2907,city9,state5,country0
2908,city12,state5,country4
2909,city12,state5,country0
2910,city14,state9,country2
2911,city14,state3,country3
2912,city10,state3,country1
2913,city19,state5,country2
2914,city2,state3,country1
2915,city13,state7,country2
2916,city15,state4,country2
2917,city12,state7,country1
2918,city16,state5,country3
2919,city19,state3,country0
2920,city10,state4,country4
2921,city12,state2,country0
2922,city7,state9,country3
2923,city10,state0,country3
2924,city4,state1,country1
2925,city9,state6,country0
2926,city10,state7,country1
2927,city4,state0,country3
2928,city2,state8,country4
2929,city7,state9,country0
2930,city0,state4,country0
2931,city14,state3,country2
2932,city0,state8,country4
2933,city5,state9,country4
2934,city11,state9,country4
2935,city0,state6,country3
2936,city6,state4,country3
2937,city8,state6,country2
2938,city1,state9,country0
2939,city7,state1,country1
2940,city2,state4,country1
2941,city9,state4,country4
2942,city19,state3,country1
2943,city11,state3,country0
2944,city9,state7,country4
2945,city9,state1,country1
2946,city5,state1,country1
2947,city19,state6,country3
2948,city3,state7,country0
2949,city10,state2,country1
2950,city13,state7,country1
2951,city7,state7,country0
2952,city12,state9,country4
2953,city3,state7,country0
2954,city17,state6,country2
2955,city12,state2,country3
2956,city9,state6,country2
2957,city3,state0,country2
2958,city11,state2,country3
2959,city2,state0,country4
2960,city6,state7,country2
2961,city19,state2,country1
2962,city3,state1,country0
2963,city7,state6,country0
2964,city15,state7,country3
2965,city14,state1,country4
2966,city3,state8,country0
2967,city16,state7,country1
2968,city14,state8,country1
2969,city16,state2,country1
2970,city7,state3,country0
2971,city9,state2,country4
2972,city3,state1,country2
2973,city0,state0,country3
2974,city9,state6,country4
2975,city5,state8,country4
2976,city19,state3,country4
2977,city17,state5,country2
2978,city16,state7,country3
2979,city15,state5,country4
2980,city19,state7,country3
2981,city9,state8,country0
2982,city12,state5,country0
2983,city17,state9,country4
2984,city0,state5,country2
2985,city7,state1,country2
2986,city5,state5,country0
2987,city17,state2,country3
2988,city10,state9,country1
2989,city4,state5,country4
2990,city14,state2,country4
2991,city12,state7,country1
2992,city8,state7,country2
2993,city1,state6,country1
2994,city11,state6,country3
2995,city10,state1,country0
2996,city13,state7,country2
2997,city10,state8,country3
2998,city9,state9,country0
2999,city2,state3,country0
3000,city9,state2,country4
3001,city8,state3,country3
3002,city4,state0,country1
3003,city2,state6,country0
3004,city13,state5,country2
3005,city7,state8,country0
3006,city8,state9,country2
3007,city15,state2,country2
3008,city14,state6,country0
3009,city18,state1,country4
3010,city4,state9,country2
3011,city16,state6,country4
3012,city7,state3,country2
3013,city7,state0,country3
3014,city6,state9,country4
3015,city19,state1,country2
3016,city0,state8,country4
3017,city2,state7,country0
3018,city1,state7,country1
3019,city14,state9,country2
3020,city12,state8,country2
3021,city13,state2,country1
3022,city3,state8,country2
3023,city8,state6,country1
3024,city2,state5,country3
3025,city10,state2,country1
3026,city6,state6,country1
3027,city19,state9,country3
3028,city17,state6,country0
3029,city5,state3,country4
3030,city11,state7,country3
3031,city17,state8,country0
3032,city13,state0,country0
3033,city5,state8,country2
3034,city12,state0,country2
3035,city14,state1,country4
3036,city9,state1,country3
3037,city18,state5,country3
3038,city10,state4,country3
3039,city18,state5,country0
3040,city10,state5,country4
3041,city5,state5,country1
3042,city16,state8,country2
3043,city15,state4,country4
3044,city15,state6,country3
3045,city0,state9,country4
3046,city9,state2,country3
3047,city18,state8,country4
3048,city17,state9,country4
3049,city16,state6,country4
3050,city13,state4,country2
3051,city19,state1,country0
3052,city14,state5,country1
3053,city15,state0,country1
3054,city14,state2,country1
3055,city12,state2,country2
3056,city16,state2,country2
3057,city17,state4,country1
3058,city5,state1,country4
3059,city7,state6,country2
3060,city3,state1,country0
3061,city14,state3,country1
3062,city11,state0,country4
3063,city9,state8,country1
3064,city14,state0,country3
3065,city3,state6,country3
3066,city7,state2,country1
3067,city18,state0,country3
3068,city14,state7,country0
3069,city19,state3,country2
3070,city18,state2,country3
3071,city0,state2,country0
3072,city5,state4,country1
3073,city6,state2,country0
3074,city6,state6,country0
3075,city6,state0,country2
3076,city8,state0,country3
3077,city18,state4,country4
3078,city4,state6,country1
3079,city10,state7,country4
3080,city9,state4,country4
3081,city2,state6,country4
3082,city13,state5,country3
3083,city18,state2,country1
3084,city8,state9,country0
3085,city14,state2,country2
3086,city0,state8,country3
3087,city15,state3,country4
3088,city18,state2,country3
3089,city11,state5,country0
3090,city2,state8,country2
3091,city4,state6,country3
3092,city7,state7,country4
3093,city19,state5,country0
3094,city2,state9,country4
3095,city4,state7,country4
3096,city7,state8,country1
3097,city2,state9,country4
3098,city14,state6,country4
3099,city7,state7,country1
3100,city15,state6,country0
3101,city2,state8,country4
3102,city5,state3,country2
3103,city2,state7,country2
3104,city8,state2,country1
3105,city7,state7,country4
3106,city3,state8,country2
3107,city5,state0,country2
3108,city14,state3,country4
3109,city11,state7,country3
3110,city13,state0,country2
3111,city13,state2,country4
3112,city5,state6,country2
3113,city15,state5,country1
3114,city5,state2,country1
3115,city6,state2,country3
3116,city3,state0,country3
3117,city7,state2,country3
3118,city14,state6,country4
3119,city18,state0,country1
3120,city16,state2,country3
3121,city0,state4,country1
3122,city13,state9,country1
3123,city17,state4,country0
3124,city14,state4,country1
3125,city11,state2,country2
3126,city4,state9,country3
3127,city1,state8,country3
3128,city10,state5,country4
3129,city6,state4,country3
3130,city11,state8,country4
3131,city12,state5,country4
3132,city2,state5,country0
3133,city18,state9,country1
3134,city5,state8,country3
3135,city4,state6,country2
3136,city7,state3,country4
3137,city8,state1,country0
3138,city16,state7,country0
3139,city7,state1,country4
3140,city0,state5,country0
3141,city15,state3,country1
3142,city5,state7,country3
3143,city10,state4,country0
3144,city1,state0,country1
3145,city7,state6,country0
3146,city11,state7,country2
3147,city4,state0,country2
3148,city1,state4,country1
3149,city11,state0,country4
3150,city8,state5,country3
3151,city17,state2,country2
3152,city2,state9,country0
3153,city4,state9,country2
3154,city14,state2,country0
3155,city18,state4,country4
3156,city16,state2,country4
3157,city13,state0,country4
3158,city7,state8,country0
3159,city18,state9,country2
3160,city16,state7,country3
3161,city16,state8,country2
3162,city16,state8,country4
3163,city5,state3,country3
3164,city2,state6,country1
3165,city12,state5,country0
3166,city9,state7,country1
3167,city7,state5,country2
3168,city14,state3,country2
3169,city1,state5,country0
3170,city3,state9,country0
3171,city1,state5,country0
3172,city1,state5,country1
3173,city18,state9,country3
3174,city10,state9,country1
3175,city10,state5,country3
3176,city2,state8,country1
3177,city3,state0,country1
3178,city19,state8,country0
3179,city10,state2,country4
3180,city9,state7,country1
3181,city11,state9,country1
3182,city11,state7,country1
3183,city14,state2,country0
3184,city1,state9,country2
3185,city14,state4,country3
3186,city8,state2,country2
3187,city6,state1,country2
3188,city18,state6,country0
3189,city19,state8,country2
3190,city13,state4,country0
3191,city3,state6,country2
3192,city18,state4,country4
3193,city3,state9,country0
3194,city2,state5,country2
3195,city4,state9,country3
3196,city17,state2,country4
3197,city17,state4,country4
3198,city5,state5,country2
3199,city4,state1,country1
3200,city10,state2,country0
3201,city7,state7,country1
3202,city8,state6,country3
3203,city3,state8,country4
3204,city2,state7,country4
3205,city3,state9,country1
3206,city18,state7,country1
3207,city11,state2,country4
3208,city4,state3,country2
3209,city1,state1,country1
3210,city19,state7,country1
3211,city2,state8,country0
3212,city6,state4,country1
3213,city4,state2,country2
3214,city8,state5,country1
3215,city6,state2,country0
3216,city16,state3,country0
3217,city5,state8,country3
3218,city8,state9,country2
3219,city2,state2,country1
3220,city8,state7,country1
3221,city1,state2,country4
3222,city0,state5,country4
3223,city12,state9,country2
3224,city10,state3,country1
3225,city3,state6,country4
3226,city15,state5,country1
3227,city0,state4,country3
3228,city13,state2,country3
3229,city5,state9,country3
3230,city9,state7,country3
3231,city14,state3,country2
3232,city17,state7,country2
3233,city4,state5,country1
3234,city17,state7,country2
3235,city7,state8,country0
3236,city14,state8,country4
3237,city7,state5,country2
3238,city15,state9,country3
3239,city7,state3,country3
3240,city19,state0,country1
3241,city6,state7,country1
3242,city7,state5,country3
3243,city15,state6,country4
3244,city17,state2,country1
3245,city1,state3,country0
3246,city16,state7,country3
3247,city1,state0,country1
3248,city14,state0,country4
3249,city18,state1,country2
3250,city17,state1,country2
3251,city7,state8,country3
3252,city10,state6,country0
3253,city1,state9,country2
3254,city7,state5,country4
3255,city17,state0,country4
3256,city2,state5,country0
3257,city10,state1,country0
3258,city15,state9,country4
3259,city9,state9,country3
3260,city10,state3,country2
3261,city14,state8,country3
3262,city11,state5,country2
3263,city8,state4,country0
3264,city10,state4,country0
3265,city12,state4,country2
3266,city2,state1,country0
3267,city5,state9,country2
3268,city10,state1,country4
3269,city7,state7,country3
3270,city15,state5,country3
3271,city1,state5,country2
3272,city3,state8,country4
3273,city3,state5,country0
3274,city2,state7,country4
3275,city11,state8,country0
3276,city7,state7,country1
3277,city6,state6,country0
3278,city16,state0,country2
3279,city15,state7,country2
3280,city19,state9,country3
3281,city12,state5,country1
3282,city13,state3,country3
3283,city19,state9,country3
3284,city14,state4,country4
3285,city12,state1,country2
3286,city8,state4,country2
3287,city19,state4,country2
3288,city2,state4,country3
3289,city15,state6,country4
3290,city3,state2,country3
3291,city13,state5,country0
3292,city7,state1,country0
3293,city13,state2,country4
3294,city13,state7,country4
3295,city12,state1,country2
3296,city5,state3,country1
3297,city19,state5,country2
3298,city1,state1,country3
3299,city13,state8,country3
3300,city12,state2,country0
3301,city6,state2,country3
3302,city5,state5,country1
3303,city3,state4,country1
3304,city15,state9,country3
3305,city1,state7,country1
3306,city15,state5,country4
3307,city5,state8,country3
3308,city1,state7,country2
3309,city19,state4,country3
3310,city0,state6,country1
3311,city11,state5,country1
3312,city1,state8,country3
3313,city4,state5,country4
3314,city13,state5,country1
3315,city9,state9,country4
3316,city10,state9,country2
3317,city19,state5,country3
3318,city1,state8,country4
3319,city2,state4,country2
3320,city13,state3,country0
3321,city13,state1,country4
3322,city5,state0,country1
3323,city4,state8,country2
3324,city6,state3,country4
3325,city17,state8,country0
3326,city14,state6,country3
3327,city15,state3,country2
3328,city11,state5,country0
3329,city3,state6,country4
3330,city11,state1,country2
3331,city9,state9,country4
3332,city1,state4,country1
3333,city10,state9,country1
3334,city7,state0,country1
3335,city10,state1,country4
3336,city8,state6,country4
3337,city2,state7,country0
3338,city15,state5,country0
3339,city11,state0,country1
3340,city8,state4,country2
3341,city8,state1,country2
3342,city9,state7,country2
3343,city1,state1,country4
3344,city8,state1,country4
3345,city8,state2,country0
3346,city8,state7,country2
3347,city0,state0,country2
3348,city6,state4,country1
3349,city18,state2,country1
3350,city19,state7,country1
3351,city3,state6,country0
3352,city14,state8,country2
3353,city0,state6,country3
3354,city1,state0,country3
3355,city9,state6,country3
3356,city3,state6,country3
3357,city5,state1,country3
3358,city9,state5,country4
3359,city18,state1,country1
3360,city15,state5,country4
3361,city9,state1,country2
3362,city11,state3,country3
3363,city2,state1,country1
3364,city15,state9,country1
3365,city10,state3,country1
3366,city18,state8,country1
3367,city12,state6,country3
3368,city6,state4,country3
3369,city15,state3,country1
3370,city17,state8,country4
3371,city2,state1,country2
3372,city4,state5,country3
3373,city15,state2,country4
3374,city3,state3,country4
3375,city3,state3,country4
3376,city6,state9,country4
3377,city2,state4,country3
3378,city3,state6,country1
3379,city3,state4,country4
3380,city18,state9,country4
3381,city9,state5,country1
3382,city11,state4,country0
3383,city8,state1,country1
3384,city15,state7,country4
3385,city8,state1,country0
3386,city4,state3,country0
3387,city12,state5,country0
3388,city3,state1,country2
3389,city13,state8,country0
3390,city11,state0,country0
3391,city5,state4,country0
3392,city19,state0,country3
3393,city14,state4,country4
3394,city18,state2,country0
3395,city8,state2,country2
3396,city15,state9,country1
3397,city13,state0,country2
3398,city17,state2,country4
3399,city4,state8,country0
3400,city9,state0,country0
3401,city4,state3,country4
3402,city2,state6,country0
3403,city19,state4,country4
3404,city11,state8,country4
3405,city8,state0,country3
3406,city11,state7,country4
3407,city4,state3,country1
3408,city8,state0,country1
3409,city16,state6,country3
3410,city10,state1,country0
3411,city0,state2,country4
3412,city5,state0,country2
3413,city19,state2,country2
3414,city8,state1,country3
3415,city8,state4,country3
3416,city9,state3,country4
3417,city13,state0,country0
3418,city2,state5,country1
3419,city11,state0,country4
3420,city18,state5,country3
3421,city1,state1,country4
3422,city13,state1,country3
3423,city16,state2,country4
3424,city17,state3,country4
3425,city15,state8,country4
3426,city10,state1,country0
3427,city13,state3,country3
3428,city3,state8,country3
3429,city18,state2,country2
3430,city17,state1,country1
3431,city10,state8,country4
3432,city11,state0,country0
3433,city17,state3,country3
3434,city12,state3,country4
3435,city12,state9,country0
3436,city4,state4,country0
3437,city19,state8,country0
3438,city15,state7,country1
3439,city12,state2,country0
3440,city7,state0,country4
3441,city18,state6,country2
3442,city3,state6,country0
3443,city16,state2,country4
3444,city19,state2,country4
3445,city3,state5,country3
3446,city15,state4,country3
3447,city16,state5,country4
3448,city17,state6,country1
3449,city18,state8,country1
3450,city6,state5,country0
3451,city19,state4,country2
3452,city5,state3,country2
3453,city18,state9,country1
3454,city19,state4,country0
3455,city0,state1,country1
3456,city12,state3,country0
3457,city7,state0,country0
3458,city7,state8,country0
3459,city9,state0,country3
3460,city12,state2,country4
3461,city19,state7,country0
3462,city9,state6,country1
3463,city1,state3,country3
3464,city9,state2,country1
3465,city3,state5,country0
3466,city9,state5,country3
3467,city7,state9,country0
3468,city9,state4,country0
3469,city0,state2,country2
3470,city1,state3,country4
3471,city3,state3,country3
3472,city6,state1,country2
3473,city11,state1,country2
3474,city11,state0,country4
3475,city4,state4,country2
3476,city19,state2,country2
3477,city15,state4,country1
3478,city17,state4,country4
3479,city4,state3,country3
3480,city17,state5,country2
3481,city3,state2,country4
3482,city10,state5,country1
3483,city14,state1,country2
3484,city0,state8,country2
3485,city4,state9,country1
3486,city9,state2,country2
3487,city15,state1,country4
3488,city2,state8,country3
3489,city8,state5,country0
3490,city8,state7,country4
3491,city13,state3,country3
3492,city2,state8,country1
3493,city9,state5,country4
3494,city7,state3,country1
3495,city11,state4,country0
3496,city5,state5,country1
3497,city7,state3,country2
3498,city19,state0,country2
3499,city19,state4,country2
3500,city0,state5,country3
3501,city13,state9,country2
3502,city18,state6,country2
3503,city6,state9,country1
3504,city16,state5,country2
3505,city11,state8,country3
3506,city16,state4,country1
3507,city15,state0,country0
3508,city11,state8,country1
3509,city11,state4,country2
3510,city2,state9,country4
3511,city10,state5,country4
3512,city9,state1,country2
3513,city10,state0,country1
3514,city3,state2,country4
3515,city19,state5,country4
3516,city16,state4,country3
3517,city4,state5,country4
3518,city2,state0,country3
3519,city2,state7,country3
3520,city6,state4,country0
3521,city16,state0,country0
3522,city5,state0,country1
3523,city14,state1,country0
3524,city9,state1,country4
3525,city16,state1,country3
3526,city10,state0,country0
3527,city18,state4,country2
3528,city10,state3,country2
3529,city13,state1,country2
3530,city8,state3,country2
3531,city14,state1,country2
3532,city10,state5,country3
3533,city0,state3,country3
3534,city1,state9,country3
3535,city8,state8,country2
3536,city11,state2,country0
3537,city3,state8,country2
3538,city3,state5,country3
3539,city7,state8,country1
3540,city3,state7,country1
3541,city1,state3,country2
3542,city1,state4,country0
3543,city2,state8,country0
3544,city1,state0,country3
3545,city10,state2,country4
3546,city2,state2,country1
3547,city8,state8,country2
3548,city3,state0,country1
3549,city19,state8,country0
3550,city12,state7,country1
3551,city14,state3,country1
3552,city8,state7,country0
3553,city3,state0,country4
3554,city1,state1,country2
3555,city18,state5,country4
3556,city6,state7,country2
3557,city10,state6,country4
3558,city13,state8,country3
3559,city3,state1,country4
3560,city0,state8,country4
3561,city9,state7,country1
3562,city1,state9,country1
3563,city18,state3,country2
3564,city19,state1,country2
3565,city7,state8,country4
3566,city1,state9,country4
3567,city17,state8,country4
